vm_mean,vm_sd,vm_max,vm_min,vm_10perc,vm_25perc,vm_50perc,vm_75perc,vm_90perc,activity,vol_id,menmo
4.712182553,0.607765305,5.459965613,3.661019151,3.85547878,4.091895663,4.851269513,5.260505595,5.396852509,brush_teeth,f1,3.712182553
4.639787009,0.613211135,5.386112149,3.378352454,3.768908023,4.036636512,4.851359648,5.133741321,5.30974268,brush_teeth,f1,3.639787009
4.688651547,0.565752444,5.41021332,3.569999714,3.831323982,4.415776087,4.824887322,5.122477656,5.332874818,brush_teeth,f1,3.688651547
4.757563851,0.581415701,5.563639244,3.643557356,3.961007681,4.197264,5.057044,5.21582832,5.35638083,brush_teeth,f1,3.757563851
5.077218379,0.713647795,6.601638634,3.929220726,4.389040592,4.538799475,4.978740371,5.508109137,6.190635359,brush_teeth,f1,4.077218379
5.203345243,0.599929173,6.572593065,4.449833751,4.544831483,4.705072988,5.102009603,5.636957431,6.14066467,brush_teeth,f1,4.203345243
5.323421281,0.618317829,6.629402657,4.514715169,4.670631071,4.808093709,5.176683412,5.748427011,6.132527183,brush_teeth,f1,4.323421281
5.174168348,0.65388676,6.590809928,4.126816236,4.520587775,4.690335659,5.069348562,5.577333866,6.163248983,brush_teeth,f1,4.174168348
4.561026201,0.348946231,5.410684818,3.933762804,4.165718022,4.419177862,4.509344031,4.624134539,4.989083621,brush_teeth,f1,3.561026201
4.742434808,0.307735859,5.264435935,3.654044446,4.512623478,4.579048985,4.692838769,4.962865165,5.103754093,brush_teeth,f1,3.742434808
4.698414506,0.551940126,5.526836199,3.760020625,3.937768531,4.141648292,4.861751472,5.149425257,5.30329963,brush_teeth,f1,3.698414506
4.64697963,0.592052889,5.535138219,3.648455083,3.952003176,4.025522947,4.709491088,5.196416917,5.312286877,brush_teeth,f1,3.64697963
4.749052228,0.519131427,5.416339603,3.682556787,4.055230306,4.378923437,4.891190346,5.17388947,5.29945003,brush_teeth,f1,3.749052228
4.674578068,0.533021234,5.402663742,3.752550153,3.911161988,4.173987735,4.810172016,5.100722121,5.335287242,brush_teeth,f1,3.674578068
4.873775837,0.599106562,6.011468631,3.111040249,4.16704681,4.540845556,4.947477436,5.285935417,5.444663501,brush_teeth,f1,3.873775837
4.563683011,0.333499684,5.339972483,3.826598639,4.384860732,4.408797445,4.497731855,4.600624938,5.128951757,brush_teeth,f1,3.563683011
4.968479792,0.516628696,6.457474707,4.207015521,4.513404738,4.65984931,4.8037568,5.137462987,5.794385421,brush_teeth,f1,3.968479792
5.099163816,0.604837044,6.427777729,4.295821415,4.463242549,4.679393972,5.03042399,5.283109314,6.309278271,brush_teeth,f1,4.099163816
4.978451759,0.556337802,6.081923702,3.577138293,4.404698053,4.719693868,4.930640057,5.346768986,5.556533352,brush_teeth,f1,3.978451759
4.703296589,0.798090163,6.105785146,2.977809084,3.416025572,4.137307102,5.045660393,5.282328216,5.410895907,brush_teeth,f1,3.703296589
4.614024309,0.600500411,5.29680304,3.460417575,3.712726147,4.082456867,4.933720312,5.11596929,5.193841603,brush_teeth,f1,3.614024309
4.420091608,0.623310091,5.328973558,3.246662336,3.452061562,4.107282552,4.490050208,5.051140943,5.128452048,brush_teeth,f1,3.420091608
4.580017413,0.558025236,5.555379816,3.360180996,3.874728576,4.270657881,4.4420861,5.072307091,5.256385298,brush_teeth,f1,3.580017413
4.681805198,0.422606523,5.488856987,3.531924376,4.192509796,4.422657167,4.688968872,4.922251048,5.164141608,brush_teeth,f1,3.681805198
4.781989229,0.422096939,5.504636265,3.807886553,4.224114504,4.586607552,4.800865907,5.056113727,5.312330059,brush_teeth,f1,3.781989229
4.901959773,0.634196303,5.851042119,3.655440452,3.964897652,4.490813797,4.971961198,5.426933162,5.620251709,brush_teeth,f1,3.901959773
4.89032946,0.5130135,5.637429578,4.11753344,4.169520761,4.546758165,4.802955062,5.41277882,5.555379816,brush_teeth,f1,3.89032946
5.062940043,0.467254646,6.171858451,4.228788604,4.37921786,4.76139695,5.17128252,5.387938761,5.565105752,brush_teeth,f1,4.062940043
5.270183999,0.49772481,6.50510004,4.288689444,4.729453033,4.840290033,5.269751816,5.595044667,5.886900854,brush_teeth,f1,4.270183999
4.941756227,0.169600796,5.396521934,4.53838504,4.718745626,4.829217812,4.963643329,5.025824425,5.076505703,brush_teeth,f1,3.941756227
4.607097966,0.222423939,4.949232058,4.054475985,4.271907392,4.494185418,4.610325058,4.766598799,4.871700209,brush_teeth,f1,3.607097966
4.800693052,0.462978931,5.694160991,3.668676011,4.330104133,4.580208687,4.837683464,5.108384508,5.254055374,brush_teeth,f1,3.800693052
4.788953884,0.610482089,5.559511064,3.625307869,3.986048941,4.231635097,5.064229002,5.228893375,5.473447035,brush_teeth,f1,3.788953884
4.795157174,0.499434384,5.643309204,3.821261679,4.14041338,4.430464482,4.810926394,5.126193481,5.471079643,brush_teeth,f1,3.795157174
4.742420536,0.41297553,5.438430896,3.518899411,4.373829885,4.554655803,4.734682159,5.02798292,5.22822736,brush_teeth,f1,3.742420536
4.800217693,0.61485508,5.659559368,3.60908717,3.904469571,4.316640665,5.010955927,5.224426553,5.485809515,brush_teeth,f1,3.800217693
4.892428476,0.583725508,5.601111406,3.698455276,3.936156939,4.557022087,5.087869438,5.379702955,5.461180228,brush_teeth,f1,3.892428476
4.986868604,0.617327119,6.426190035,3.929220726,4.204562693,4.559414374,4.894808557,5.414573021,5.564924262,brush_teeth,f1,3.986868604
4.97359066,0.324807978,5.691472318,3.905124838,4.716016597,4.830807856,4.930878026,5.063624868,5.323360976,brush_teeth,f1,3.97359066
5.286327408,0.604507044,6.581126385,4.376421052,4.572983782,4.848990443,5.147549247,5.834668827,6.208098154,brush_teeth,f1,4.286327408
4.742455416,0.527889003,6.190018298,3.606258732,4.15223973,4.376121157,4.736633886,5.040470298,5.330546994,brush_teeth,f1,3.742455416
4.840166737,0.528564195,5.702219403,3.663108973,3.988215924,4.529932972,4.980043084,5.130192289,5.401243281,brush_teeth,f1,3.840166737
4.827764961,0.675261552,5.733005053,3.53047953,3.790846966,4.304315714,4.917946747,5.354397393,5.624093171,brush_teeth,f1,3.827764961
5.138482347,0.607055672,6.270273242,3.916214332,4.177063219,4.846983129,5.177765762,5.464498172,5.901749759,brush_teeth,f1,4.138482347
5.169312983,0.50146116,6.408301376,3.99553322,4.717217867,4.829357902,5.057507329,5.431489909,5.888229338,brush_teeth,f1,4.169312983
5.058737363,0.439258777,6.016134768,3.87232462,4.438483407,4.891905927,5.094764181,5.230961525,5.550875371,brush_teeth,f1,4.058737363
5.00043716,0.20985438,5.713392787,4.470994958,4.830489112,4.891162376,4.962869423,5.077963596,5.221814451,brush_teeth,f1,4.00043716
4.774906439,0.162317414,5.143849111,4.578677289,4.583681351,4.672160059,4.732378079,4.829595471,5.051566366,brush_teeth,f1,3.774906439
4.782587581,0.092190981,5.022398809,4.576448137,4.680397578,4.729952323,4.771288272,4.83779952,4.899022844,brush_teeth,f1,3.782587581
4.936725605,0.077463038,5.081478975,4.813353025,4.862392121,4.886465773,4.922345417,4.982110855,5.057324452,brush_teeth,f1,3.936725605
4.906858708,0.059381589,5.00662826,4.817591065,4.835663055,4.857529447,4.911980356,4.942648955,4.984562595,brush_teeth,f1,3.906858708
4.391699991,0.31522569,5.224549585,4.12867029,4.146550078,4.182080334,4.236617446,4.511858472,4.955141891,brush_teeth,f1,3.391699991
4.990335899,0.186592488,5.370934628,4.65383318,4.791840362,4.839908812,4.982099251,5.121090641,5.24824381,brush_teeth,f1,3.990335899
5.305355565,0.19212825,5.857578381,4.9347787,5.049687846,5.241357408,5.31147155,5.36142281,5.470185206,brush_teeth,f1,4.305355565
5.261133658,0.224049577,6.093238139,4.888553895,5.031381002,5.115470357,5.28038541,5.363920959,5.431390246,brush_teeth,f1,4.261133658
5.084147503,0.249706152,5.596555063,4.716990566,4.803427154,4.914820905,5.018581713,5.198569967,5.489087189,brush_teeth,f1,4.084147503
5.084124392,0.193428808,5.415397549,4.646701705,4.859397964,4.954603931,5.132418257,5.203137754,5.336098286,brush_teeth,f1,4.084124392
5.142620995,0.196761984,5.555838995,4.881242732,4.896426967,4.984794724,5.08999822,5.259408231,5.4116158,brush_teeth,f1,4.142620995
5.145898819,0.189294335,5.544808199,4.752013537,4.91451595,5.026203578,5.148798359,5.291982329,5.358609738,brush_teeth,f1,4.145898819
5.379661151,0.103898863,5.747226483,5.191732046,5.262012496,5.32082924,5.371636404,5.442182185,5.474470719,brush_teeth,f1,4.379661151
5.362064193,0.078177013,5.496752288,5.191732046,5.277503275,5.318191323,5.360951027,5.407855209,5.449677017,brush_teeth,f1,4.362064193
5.292504973,0.143122486,5.639239347,5.017316951,5.141217036,5.196142381,5.295355346,5.371521699,5.449674114,brush_teeth,f1,4.292504973
5.233649647,0.172639793,5.715178502,4.868683768,4.995761803,5.141614739,5.242098015,5.300895041,5.402379952,brush_teeth,f1,4.233649647
4.793981168,0.119173895,5.055810963,4.604234963,4.637414037,4.721448089,4.791840362,4.845574459,4.960917422,brush_teeth,f1,3.793981168
4.689701356,0.079114048,4.845574459,4.485805277,4.605673271,4.641069319,4.683884629,4.752013537,4.789655418,brush_teeth,f1,3.689701356
4.951507498,0.334956237,5.646924393,4.516409988,4.567016609,4.667976461,4.895528369,5.194179864,5.398883316,brush_teeth,f1,3.951507498
4.744379264,0.204744481,5.32514252,4.534448642,4.559303088,4.592584973,4.674616362,4.810470634,5.086999225,brush_teeth,f1,3.744379264
4.761843502,0.234259935,5.461367101,4.468712091,4.50429958,4.584384232,4.665037578,4.939040211,5.000357109,brush_teeth,f1,3.761843502
4.82732523,0.651396436,5.650988716,3.549935326,3.853619475,4.227123439,4.966949618,5.402543652,5.45893274,brush_teeth,f1,3.82732523
4.774530104,0.687471856,5.679357538,3.640755696,3.738767121,4.175793684,4.974025127,5.348802889,5.56865742,brush_teeth,f1,3.774530104
4.920919048,0.645378251,5.772029672,3.717031952,3.919665186,4.629112007,5.020135862,5.394120391,5.652969573,brush_teeth,f1,3.920919048
5.021599846,0.73856562,6.408301376,3.53625537,4.160111545,4.581363905,4.910151855,5.515474787,6.127577499,brush_teeth,f1,4.021599846
5.227607635,0.580646662,6.595452979,4.41761317,4.610027496,4.794089126,5.040395731,5.532397287,6.001617934,brush_teeth,f1,4.227607635
5.11213024,0.65293336,6.501962027,3.793791921,4.406122067,4.656220042,5.003208411,5.470105326,5.970120913,brush_teeth,f1,4.11213024
4.689987278,0.746310792,5.670366939,3.082207001,3.49359131,4.322525767,4.905224176,5.304983043,5.444335904,brush_teeth,f1,3.689987278
4.516211245,0.396507824,5.363329761,3.320468371,4.293014882,4.386319177,4.509590559,4.677591265,4.913589867,brush_teeth,f1,3.516211245
4.775898308,0.330247298,5.493038266,3.916214332,4.504532544,4.606651539,4.710766704,4.937878085,5.205860367,brush_teeth,f1,3.775898308
4.716178343,0.694667812,5.5942755,3.06477685,3.800829689,4.139152082,4.92733119,5.266470305,5.447988531,brush_teeth,f1,3.716178343
4.742901979,0.598936471,5.555379816,3.559265001,4.011335688,4.117528397,4.860020953,5.187317077,5.428566836,brush_teeth,f1,3.742901979
4.455333016,0.86143782,5.518521689,3.153391436,3.237360845,3.629517402,4.686599946,5.334467369,5.425516012,brush_teeth,f1,3.455333016
4.640737532,0.750073287,5.500463802,3.312006606,3.456030023,4.047678632,5.001583128,5.26395127,5.384162907,brush_teeth,f1,3.640737532
4.829139175,0.58146285,6.071848725,3.783692182,4.136807891,4.405805558,4.818837566,5.265282935,5.439553345,brush_teeth,f1,3.829139175
4.825379157,0.178673116,5.197134218,4.450980172,4.597026546,4.721427093,4.826316442,4.952709793,5.041405508,brush_teeth,f1,3.825379157
4.936730917,0.157712745,5.241611374,4.643406561,4.760638599,4.812820816,4.898716065,5.072427043,5.143353151,brush_teeth,f1,3.936730917
