vm_mean,vm_sd,vm_max,vm_min,vm_10perc,vm_25perc,vm_50perc,vm_75perc,vm_90perc,activity,vol_id,menmo
4.758654602,0.522754968,6.214285714,2.793030685,4.059499315,4.423095665,4.813879455,5.100145051,5.317519279,brush_teeth,f1,3.758654602
4.791109706,0.557892164,5.773355407,3.308924235,3.98426571,4.521909633,4.78464795,5.248662215,5.444474232,brush_teeth,f1,3.791109706
4.885326782,0.461526419,6.506276405,3.321236554,4.446380646,4.712390811,4.854253278,5.020874792,5.332227152,brush_teeth,f1,3.885326782
4.832861221,0.594158979,5.859320153,3.220628662,4.010126935,4.383935812,4.944590835,5.362616236,5.510193934,brush_teeth,f1,3.832861221
4.915608801,0.588544707,6.506276405,3.447862396,4.114555216,4.565705116,4.863962375,5.342117179,5.608848694,brush_teeth,f1,3.915608801
5.1061317,0.545628881,6.581126385,3.557831259,4.458306892,4.838048972,5.092761225,5.413585284,5.81149421,brush_teeth,f1,4.1061317
4.959719875,0.109121147,5.233331167,4.643406561,4.832817164,4.884377428,4.965698668,5.029504784,5.083988471,brush_teeth,f1,3.959719875
4.896252019,0.202333557,5.514822328,3.721147508,4.665657731,4.763942965,4.897937482,5.002039698,5.11575193,brush_teeth,m1,3.896252019
5.277378806,0.117492003,5.55400205,4.938912547,5.127457101,5.205349135,5.272909194,5.366658216,5.4311084,brush_teeth,m1,4.277378806
5.333632111,0.09347129,5.679806694,5.109514934,5.219175789,5.286196823,5.328973558,5.379951445,5.428148258,brush_teeth,m1,4.333632111
4.89436424,0.207857372,5.456694073,4.33836704,4.664455154,4.769027406,4.87627528,5.015535519,5.206843872,brush_teeth,m1,3.89436424
4.83989792,0.490579057,6.178055305,4.221543387,4.321811822,4.395034304,4.743414539,5.201549727,5.527204085,brush_teeth,m1,3.83989792
5.499094607,0.724351776,7.26537778,4.007009165,4.551743318,4.968265372,5.364756305,6.05038299,6.535177097,brush_teeth,m1,4.499094607
5.405884595,0.803088802,7.04142263,4.214890998,4.390446212,4.707651786,5.285333681,6.070258642,6.553974811,brush_teeth,m1,4.405884595
5.522500388,0.629678982,6.79172666,4.194870531,4.704047096,5.079343581,5.437488703,5.95679494,6.476172758,brush_teeth,m1,4.522500388
5.411076682,0.670777657,6.771413502,4.082691189,4.496309722,4.905074888,5.339016869,5.89522279,6.362678095,brush_teeth,m1,4.411076682
5.442666253,0.444369073,6.790599745,4.36299373,4.979633975,5.146204156,5.380898681,5.700653369,6.083936612,brush_teeth,m1,4.442666253
5.297575077,0.560815036,6.600479265,4.214890998,4.55168676,4.891162376,5.195170442,5.775563479,5.997484156,brush_teeth,m1,4.297575077
5.391270141,0.676296814,6.77969658,3.967984118,4.582185122,4.850309978,5.242329919,5.954653978,6.270149565,brush_teeth,m1,4.391270141
5.428714462,0.631838772,6.84112713,4.19061147,4.65130181,4.949747468,5.415865647,6.014862365,6.255854095,brush_teeth,m1,4.428714462
5.521664313,0.618432901,7.158910532,4.328359259,4.782993781,5.066888554,5.408562334,5.919635886,6.45102731,brush_teeth,m1,4.521664313
4.911025319,0.36210385,6.309613656,4.453844934,4.639559268,4.702230251,4.790774325,4.912889082,5.371267002,brush_teeth,m1,3.911025319
5.225266175,0.55462053,6.430555249,3.852510446,4.49478109,4.902102839,5.150782869,5.595413713,6.025793844,brush_teeth,m1,4.225266175
5.307084237,0.659466775,6.771413502,3.916214332,4.368416525,4.928429759,5.319390789,5.826889839,6.090887879,brush_teeth,m1,4.307084237
4.805314218,0.125243576,5.32370517,4.501700359,4.669593337,4.730491626,4.795565487,4.861735631,4.933589458,brush_teeth,m1,3.805314218
4.885566313,0.200974939,5.73433981,4.093922823,4.754964568,4.819046589,4.88385509,4.963514598,5.044342971,brush_teeth,m1,3.885566313
4.450156506,0.40058892,6.304355475,3.897277962,4.062141995,4.113814457,4.333071682,4.729952046,4.985898465,brush_teeth,m1,3.450156506
4.647586164,0.476680154,5.560428702,3.690168958,3.81905522,4.423796708,4.790775568,4.95334871,5.132369943,brush_teeth,f1,3.647586164
5.18046542,0.25683564,5.493502656,4.249849937,4.739539907,5.047857125,5.258617806,5.369509536,5.426362316,brush_teeth,f1,4.18046542
4.762982684,0.352708906,5.487462519,3.555679561,4.362642772,4.576027749,4.754159279,4.992468813,5.185291037,brush_teeth,f1,3.762982684
4.800561058,0.580998046,6.312847283,3.286490592,3.993042045,4.40704465,4.897937233,5.183858624,5.385874908,brush_teeth,f1,3.800561058
4.661646597,0.584981886,6.380374885,3.209520277,3.861100887,4.299381858,4.634037159,5.062617932,5.338682462,brush_teeth,f1,3.661646597
4.763539662,0.495082831,6.214285714,2.96665138,4.107392941,4.582575695,4.794235484,4.934645765,5.308156488,brush_teeth,f1,3.763539662
4.794880172,0.559659027,6.333422842,3.369278976,4.194383746,4.4765544,4.673797356,5.031016932,5.553675737,brush_teeth,f1,3.794880172
4.612855459,0.496045947,5.61475825,2.841025972,3.867841979,4.340121028,4.656290447,5.00599107,5.166413759,brush_teeth,f1,3.612855459
4.629797048,0.505290663,5.427631498,3.30583899,3.898521431,4.301606814,4.631554943,5.071931565,5.211964019,brush_teeth,f1,3.629797048
4.629881208,0.458568084,5.899238969,3.093772547,4.003299484,4.390243117,4.65464178,4.954510266,5.161077164,brush_teeth,f1,3.629881208
4.839210476,0.58430671,6.32253824,3.363216391,4.271762269,4.495886202,4.734803834,4.959114764,5.800729413,brush_teeth,f1,3.839210476
4.747300614,0.501600968,6.137040435,3.375330672,4.039977003,4.386172555,4.789177784,5.140500088,5.266711492,brush_teeth,f1,3.747300614
4.74068106,0.577199501,6.412280947,3.369278976,4.024603061,4.314038519,4.745835367,5.02557224,5.355964961,brush_teeth,f1,3.74068106
4.616798137,0.530124683,6.255201917,3.639354058,4.025492381,4.196846409,4.542852395,5.028743737,5.235280425,brush_teeth,f1,3.616798137
4.648329269,0.458542398,5.534677322,3.385141603,3.903817628,4.373502655,4.719963734,5.028106764,5.175097348,brush_teeth,f1,3.648329269
4.829780895,0.623474123,6.346298937,3.582838915,4.079743812,4.440363785,4.817060088,5.184848413,5.788614927,brush_teeth,f1,3.829780895
4.770288772,0.430761854,6.446403838,3.572856857,4.208888856,4.580200489,4.823939289,5.001275172,5.224924396,brush_teeth,f1,3.770288772
3.827769428,0.070063783,4.048809349,3.712911834,3.7457444,3.778294616,3.810565334,3.863090652,3.912301049,brush_teeth,f1,2.827769428
5.224149118,0.183049995,5.803763733,4.214890998,5.016299962,5.120362507,5.233087382,5.32142847,5.408326728,brush_teeth,m2,4.224149118
4.615995165,0.127998575,5.003570154,4.2743898,4.454646618,4.537260286,4.619722549,4.678980353,4.763380334,brush_teeth,m2,3.615995165
4.766796068,0.15994686,5.286196889,4.345417478,4.58341056,4.658216256,4.780646737,4.870517279,4.954383753,brush_teeth,m2,3.766796068
4.790054623,0.074423669,5.114006377,4.629651549,4.712662058,4.740188578,4.775308509,4.830810977,4.86087011,brush_teeth,m2,3.790054623
5.231470402,0.595534298,6.579963402,3.549935326,4.433464954,4.927665502,5.256171518,5.612826188,5.920303956,brush_teeth,m2,4.231470402
5.210959822,0.728240878,6.442049363,3.414405258,4.293682934,4.702760829,5.239907689,5.83882147,6.127552261,brush_teeth,m2,4.210959822
5.222521147,0.671985519,6.492145961,3.721832991,4.358604095,4.629651549,5.22942269,5.829529486,6.136957219,brush_teeth,m2,4.222521147
5.201029947,0.673680912,6.435313924,3.681863991,4.365564727,4.68647097,5.129686293,5.888634552,6.090138361,brush_teeth,m2,4.201029947
5.166588911,0.762762438,6.416258049,3.203155332,4.142179248,4.598465847,5.109993669,5.858878895,6.120139986,brush_teeth,m2,4.166588911
5.143244902,0.713362378,6.315271416,3.640054945,4.202161737,4.573232103,5.078934238,5.922759055,6.104531605,brush_teeth,m2,4.143244902
5.14327085,0.750295137,6.291393538,3.42708301,4.074560199,4.582853797,5.091509539,5.883613396,6.089971056,brush_teeth,m2,4.14327085
5.103687798,0.788330817,6.375175068,3.260774917,4.035364245,4.433456927,5.091007864,5.854419731,6.063394905,brush_teeth,m2,4.103687798
5.120665412,0.710924725,6.409097488,3.407674412,4.142423073,4.587151989,5.002490485,5.806481029,6.026131832,brush_teeth,m2,4.120665412
5.08178664,0.805794638,6.442049363,3.336563061,3.958650015,4.470993975,5.088716504,5.845128571,6.098803819,brush_teeth,m2,4.08178664
5.091295127,0.722759016,6.314059466,3.399429724,4.156932409,4.491625622,5.104262428,5.748442117,5.982967798,brush_teeth,m2,4.091295127
5.122505058,0.739487548,6.403522627,3.183182851,4.115672684,4.492906924,5.152024219,5.818435225,6.099514353,brush_teeth,m2,4.122505058
4.988543194,0.619023549,6.258871255,3.252942153,4.172002476,4.673114961,4.978267198,5.325978661,5.795053973,brush_teeth,m2,3.988543194
4.981619838,0.621963151,6.412280947,2.874944542,4.354014045,4.679525434,4.994384602,5.336267697,5.759146936,brush_teeth,m2,3.981619838
5.11607997,0.202098732,6.115804217,4.362408996,4.918208567,5.033054009,5.135908003,5.217709248,5.290538339,brush_teeth,m2,4.11607997
4.509643548,0.541064582,5.845807847,3.491242689,3.736402298,3.834089859,4.692857659,4.925333535,5.082582228,brush_teeth,f1,3.509643548
5.272837122,0.12613713,5.533294402,4.754160369,5.138986501,5.218564673,5.300173252,5.340450184,5.400585691,brush_teeth,f1,4.272837122
5.082797325,0.313392789,5.611122337,4.429723352,4.628161403,4.756171685,5.211594074,5.325621486,5.403513477,brush_teeth,f1,4.082797325
4.752031956,0.389195556,5.417281493,3.467781741,4.21336096,4.651228662,4.80034951,4.977625435,5.19325304,brush_teeth,f1,3.752031956
4.8141296,0.590824742,6.237231856,3.389660148,3.990805686,4.328359139,4.879151817,5.277140726,5.425327757,brush_teeth,f1,3.8141296
4.854146322,0.45780721,6.309209336,3.695695234,4.437830814,4.613643963,4.793437199,4.954124671,5.409863763,brush_teeth,f1,3.854146322
4.795210962,0.574471047,5.63607187,3.032140754,3.89046166,4.390097596,4.918726983,5.267100013,5.383153115,brush_teeth,f1,3.795210962
4.726939221,0.647522009,6.409893501,2.743266339,3.749809757,4.32275147,4.850047331,5.276535371,5.370744569,brush_teeth,f1,3.726939221
5.083049694,0.408575061,6.510196085,4.002550207,4.694436824,4.837670709,5.002550344,5.217586807,5.610833595,brush_teeth,f1,4.083049694
4.864808246,0.409698761,5.937600697,3.481730745,4.377468454,4.626479886,4.851624839,5.124097363,5.396851469,brush_teeth,f1,3.864808246
4.805690781,0.499722055,5.563180708,3.569999714,4.007372339,4.668196887,4.882287603,5.139009479,5.392265814,brush_teeth,f1,3.805690781
4.923237075,0.58658754,6.561327641,3.712911834,3.980749441,4.675119998,4.9265006,5.293308005,5.53130388,brush_teeth,f1,3.923237075
5.012931221,0.600868038,6.459844568,3.637951879,4.232463576,4.642580432,5.004588069,5.39852818,5.781082462,brush_teeth,f1,4.012931221
4.878874892,0.516532672,6.528196301,3.388154636,4.347505003,4.5854959,4.80698896,5.094512203,5.505180617,brush_teeth,f1,3.878874892
4.829112528,0.296436278,5.561346189,3.960905895,4.510079402,4.649856334,4.850829828,5.026714329,5.185487973,brush_teeth,f1,3.829112528
4.037282838,0.061305213,4.173531759,3.828598081,3.97183965,3.995213016,4.039030902,4.075812176,4.111457091,brush_teeth,f1,3.037282838
4.464718191,0.585542803,5.3951036,3.589241293,3.670412643,3.772889327,4.552413612,5.012866095,5.140276993,brush_teeth,f1,3.464718191
5.085617818,0.203799303,5.762740986,4.474417075,4.806829726,4.963643329,5.105519222,5.183126058,5.281706878,brush_teeth,f1,4.085617818
4.773520546,0.195771794,5.268795316,4.470424351,4.581406518,4.621930863,4.686062705,4.978524048,5.0694161,brush_teeth,f1,3.773520546
4.643030381,0.27909862,5.434677018,3.467781741,4.349935459,4.518950999,4.667242999,4.767422348,4.917637777,brush_teeth,f1,3.643030381
4.573427754,0.553679572,5.323225967,3.189587652,3.7763315,4.088568206,4.717258726,5.056567745,5.180614149,brush_teeth,f1,3.573427754
4.8576223,0.781433557,6.418643127,2.216588664,3.940669828,4.309010005,4.793147997,5.418207553,5.98561134,brush_teeth,f1,3.8576223
4.56459961,0.773272759,6.354734696,2.544501876,3.694658378,4.138082146,4.377585303,5.021889622,5.837808799,brush_teeth,f1,3.56459961
4.388219555,0.604609265,5.348087585,3.092947871,3.526285703,3.784870962,4.56081302,4.934261725,5.021534865,brush_teeth,f1,3.388219555
4.483030522,0.42270752,5.26734259,3.106937596,3.922377065,4.276776394,4.481536059,4.792238087,5.028692729,brush_teeth,f1,3.483030522
4.53598363,0.542666024,6.044055943,3.085515867,3.791904451,4.140237866,4.561931963,4.928312602,5.151877002,brush_teeth,f1,3.53598363
4.659921342,0.590423664,6.236004739,3.147723505,3.997128038,4.264360893,4.580068933,4.989267855,5.51949215,brush_teeth,f1,3.659921342
4.619979137,0.541905265,5.46276823,3.407674412,3.865257943,4.056518266,4.789175178,5.073941844,5.242876533,brush_teeth,f1,3.619979137
4.764447324,0.686482885,6.442049363,2.510183342,4.035429808,4.328211304,4.670248836,5.186562479,5.639982207,brush_teeth,f1,3.764447324
4.608772165,0.546282753,5.789240548,3.433032812,3.80144616,4.163434086,4.696112268,5.077962404,5.228844514,brush_teeth,f1,3.608772165
4.612183093,0.575730013,6.346298937,2.496936899,4.060825439,4.310641791,4.451839785,4.860551937,5.301119985,brush_teeth,f1,3.612183093
4.179488654,0.411877217,4.82816989,3.661019151,3.748600896,3.805205886,3.97183965,4.621930863,4.719459843,brush_teeth,f1,3.179488654
4.59571576,0.558331459,5.335671256,3.494164231,3.687402714,4.163279033,4.802995969,5.064884814,5.197866235,brush_teeth,f1,3.59571576
4.7772278,0.319340079,5.31651259,4.182690278,4.41761317,4.473414251,4.797161084,5.088627772,5.18386429,brush_teeth,f1,3.7772278
4.538494098,0.356376389,6.065543366,3.264684252,4.185487103,4.327032958,4.485236517,4.705077494,4.912032288,brush_teeth,f1,3.538494098
4.719528434,0.814568025,6.399138973,2.984654631,3.790832034,4.073771867,4.586465088,5.448268664,5.936998815,brush_teeth,f1,3.719528434
4.614633148,0.617443307,6.354734696,3.130658143,3.856808954,4.160521994,4.568916644,5.039762366,5.378478457,brush_teeth,f1,3.614633148
4.585758913,0.592647492,6.204425675,3.238795443,3.919792343,4.207167038,4.525718665,4.839345839,5.434682788,brush_teeth,f1,3.585758913
4.481658361,0.54775168,5.799806471,3.227749579,3.827197948,4.031128725,4.428851562,4.960429034,5.15796387,brush_teeth,f1,3.481658361
4.529439199,0.473427577,5.438430896,3.195181321,3.886331114,4.242940518,4.556604858,4.886725437,5.12357274,brush_teeth,f1,3.529439199
4.584687537,0.601784569,6.312847283,2.983799796,3.759609788,4.199883598,4.599243583,4.941494364,5.167147041,brush_teeth,f1,3.584687537
4.629178286,0.601398899,6.424601949,3.308153193,3.892594843,4.220328266,4.640931836,4.955928217,5.288364162,brush_teeth,f1,3.629178286
4.51080885,0.583202117,6.0275727,2.793030685,3.697626644,4.113338581,4.52853657,4.971345754,5.188387565,brush_teeth,f1,3.51080885
4.633333471,0.66175791,6.408301376,2.789374884,3.866172798,4.216248255,4.559133059,4.976090789,5.534629781,brush_teeth,f1,3.633333471
4.517949715,0.594944273,6.222490479,3.11186013,3.705344076,4.103258892,4.541745127,5.024937811,5.204785792,brush_teeth,f1,3.517949715
4.632659723,0.58642791,6.345092914,3.407674412,3.907604015,4.260789668,4.584801732,4.960172169,5.392738696,brush_teeth,f1,3.632659723
4.58160207,0.674874282,6.360753389,3.258427065,3.680823228,4.068919213,4.591184593,5.038246191,5.373351525,brush_teeth,f1,3.58160207
4.576390858,0.661757717,6.299497874,3.312006606,3.700108829,4.055103803,4.532476007,5.0286157,5.338618511,brush_teeth,f1,3.576390858
4.694891843,0.644591468,6.199078272,2.811238379,3.898603213,4.279756644,4.708870851,5.084364747,5.482573734,brush_teeth,f1,3.694891843
4.568413271,0.408729891,5.479553833,3.266246676,3.966757277,4.384427391,4.60257235,4.872611395,5.078967346,brush_teeth,f1,3.568413271
3.832136238,0.165771292,4.540632879,3.650552097,3.705759199,3.754589029,3.793791921,3.846546291,3.936815028,brush_teeth,f1,2.832136238
4.726226682,0.561967472,6.11204899,3.594922723,3.923177295,4.243993283,4.885420093,5.114380263,5.325477751,brush_teeth,f1,3.726226682
4.742536766,0.317003071,5.544348106,3.929220726,4.429031748,4.509061172,4.661227386,5.003187754,5.158062222,brush_teeth,f1,3.742536766
4.732284285,0.278146847,5.271215636,3.882193783,4.392708841,4.52346424,4.747716959,4.954383753,5.047225951,brush_teeth,f1,3.732284285
4.672990548,0.455315477,5.518521689,3.233277228,4.090056046,4.513015885,4.694221246,4.982493758,5.205960181,brush_teeth,f1,3.672990548
4.618621834,0.595864072,5.342360558,3.341910733,3.68559592,4.088778812,4.738534163,5.150038143,5.25594896,brush_teeth,f1,3.618621834
4.957493003,0.790570057,6.62016092,2.718042513,3.997894078,4.48252761,4.91042163,5.368319763,6.136901308,brush_teeth,f1,3.957493003
4.65505846,0.618415978,6.581126385,3.488318699,4.113627708,4.258544041,4.468712091,4.79303686,5.691276953,brush_teeth,f1,3.65505846
4.632919972,0.55335894,5.469768491,3.261557159,3.759064258,4.281081472,4.721310653,5.129695008,5.274213252,brush_teeth,f1,3.632919972
4.657075312,0.589051302,5.527759261,3.351058316,3.788139299,4.097503499,4.805392404,5.196765715,5.318191291,brush_teeth,f1,3.657075312
4.624058691,0.567682775,6.255201917,3.202358824,3.787059592,4.35933767,4.58563599,5.023541398,5.361426859,brush_teeth,f1,3.624058691
4.819473518,0.607310324,6.575309413,3.753909527,4.257705791,4.373505576,4.665603612,5.007392475,5.834650064,brush_teeth,f1,3.819473518
4.70664587,0.57375757,5.489321731,3.172747474,3.857604929,4.31404266,4.816795487,5.21954215,5.340927073,brush_teeth,f1,3.70664587
4.762878192,0.573282263,6.432141866,3.246662336,4.016925854,4.426981908,4.699652332,5.152392056,5.403549286,brush_teeth,f1,3.762878192
4.946630588,0.700411641,6.575309413,3.339619922,4.139649691,4.520925448,4.761129412,5.342358958,6.012996081,brush_teeth,f1,3.946630588
4.785742724,0.583444642,6.54224888,3.292694449,4.150300862,4.412846328,4.725635194,5.129687503,5.428570697,brush_teeth,f1,3.785742724
5.062193613,0.702571993,6.596999937,3.69362385,4.242397953,4.520924708,4.986972819,5.545613237,6.152718345,brush_teeth,f1,4.062193613
4.643001027,0.498106426,5.947045228,3.189587652,3.929452252,4.315346118,4.747716959,5.044060209,5.235523802,brush_teeth,f1,3.643001027
4.710880568,0.525332777,6.086954937,3.633039993,4.211984593,4.358752033,4.517820785,5.01653571,5.589576186,brush_teeth,f1,3.710880568
4.618706535,0.18174328,5.321308723,4.245646029,4.429492938,4.495462565,4.60534025,4.72550003,4.795246156,brush_teeth,f1,3.618706535
4.671155833,0.163675796,5.003570154,4.288689444,4.461169866,4.52825596,4.65300796,4.820896558,4.86894568,brush_teeth,f1,3.671155833
4.550314322,0.515418067,5.660911443,3.608380269,3.756553557,4.163740469,4.558575682,4.918333932,5.247399014,brush_teeth,f1,3.550314322
4.91861265,0.234063856,5.416339603,4.292256911,4.561762703,4.731431652,5.008156612,5.078465868,5.125466629,brush_teeth,f1,3.91861265
4.580913478,0.30450698,5.36570744,3.817254062,4.268885331,4.411256473,4.551855419,4.757780267,5.036955155,brush_teeth,f1,3.580913478
4.719687274,0.50748321,5.520832531,3.035504194,3.933373515,4.383404594,4.777444874,5.17388947,5.289236261,brush_teeth,f1,3.719687274
4.919670038,0.784694939,6.642857143,2.573411934,3.923437812,4.32142305,4.87392049,5.429742688,6.084186148,brush_teeth,f1,3.919670038
4.685448922,0.591282049,6.482708555,3.385141603,4.076968286,4.297750885,4.588692343,5.019459474,5.401196972,brush_teeth,f1,3.685448922
4.62669055,0.606713704,6.058810417,3.29346911,3.730730554,4.218731225,4.711307954,5.123973267,5.263224305,brush_teeth,f1,3.62669055
4.598643786,0.555356479,6.052912944,3.175158682,3.817976385,4.200036146,4.623861247,5.060475306,5.259189527,brush_teeth,f1,3.598643786
4.593044139,0.427361732,5.307387997,3.30583899,3.981974023,4.375391913,4.615854358,4.921055929,5.103919921,brush_teeth,f1,3.593044139
4.602250549,0.492203717,5.373308941,3.205543667,3.770116108,4.373794845,4.61336768,5.027473611,5.187455415,brush_teeth,f1,3.602250549
4.955873396,0.702303823,6.69259414,3.35790265,4.296355832,4.542739054,4.791574119,5.19159789,6.113039062,brush_teeth,f1,3.955873396
4.729014294,0.533598714,5.61475825,3.258427065,3.983829663,4.42280177,4.740726685,5.184844985,5.376346503,brush_teeth,f1,3.729014294
4.922348427,0.690889051,6.622857759,3.201562119,4.09196895,4.554094953,4.893247715,5.328614511,5.850038182,brush_teeth,f1,3.922348427
4.901871159,0.534619443,6.523896419,3.192785234,4.193042161,4.649308553,4.969033857,5.165375847,5.3971801,brush_teeth,f1,3.901871159
3.984086523,0.388093315,5.097518404,3.650552097,3.707411221,3.741657387,3.776944019,4.143437563,4.639210812,brush_teeth,f1,2.984086523
3.651078827,0.133377022,3.905124838,3.29888664,3.451929185,3.554962039,3.667980593,3.74897528,3.810699202,climb_stairs,f1,2.651078827
3.658442074,0.169208304,4.331305125,3.233277228,3.443420227,3.544181561,3.667980593,3.762726872,3.862028086,climb_stairs,f1,2.658442074
3.628425,0.160413175,4.155154163,3.098715995,3.429687137,3.52758606,3.635847327,3.717889723,3.794665918,climb_stairs,f1,2.628425
3.631486441,0.152419515,3.944771792,2.904078764,3.482536045,3.548317961,3.655440452,3.739611461,3.785781665,climb_stairs,f1,2.631486441
3.796214399,0.135407217,4.10947139,3.464837953,3.633882111,3.699834525,3.788745402,3.885313699,3.990422207,climb_stairs,f1,2.796214399
3.74113769,0.139515668,4.326590777,3.299659846,3.554746696,3.674234614,3.742339114,3.817254062,3.875089796,climb_stairs,f1,2.74113769
3.628763136,0.137123164,4.000637704,3.242731275,3.474028834,3.540940807,3.624603857,3.707236505,3.795538442,climb_stairs,f1,2.628763136
